,isomorphic_hash,number_of_nodes,number_of_edges,is_strongly_connected,is_prime,adj_,DiGraph
38,6abc2da8a0ae8995b7c98a305d209618,5,7,True,False,"{0: [1], 1: [3], 2: [0], 3: [4, 0], 4: [0, 2]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [4, 0]
4: [0, 2]
"
39,aee5068af7aa2787087b76253297a67a,5,8,True,False,"{0: [1], 1: [3], 2: [0], 3: [4, 0], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [4, 0]
4: [0, 1, 2]
"
40,37ce06c243e969d66b14951f53110543,5,9,True,False,"{0: [1], 1: [3], 2: [0], 3: [4, 0, 2], 4: [1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [4, 0, 2]
4: [1, 2, 3]
"
41,72ba1e2a69fd46f2cbeeb06db4d015a7,5,8,True,False,"{0: [1], 1: [3], 2: [0], 3: [2, 4, 0], 4: [2, 3]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [2, 4, 0]
4: [2, 3]
"
42,9a6f0ea404e280da9a5b88695fb907e7,5,7,True,False,"{0: [1], 1: [3], 2: [0], 3: [2, 4, 0], 4: [3]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [2, 4, 0]
4: [3]
"
43,fe1a05cb045c9eabdf0a8647d12d5f24,5,8,True,False,"{0: [1], 1: [3], 2: [0], 3: [2, 4, 0], 4: [1, 3]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [2, 4, 0]
4: [1, 3]
"
44,0cccd7529da37ced32cc38e326d53250,5,7,True,False,"{0: [1], 1: [3], 2: [0], 3: [2, 4, 0], 4: [1]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [2, 4, 0]
4: [1]
"
45,355bd16d4dfc70356adf36b51755baf4,5,8,True,False,"{0: [1], 1: [3], 2: [0], 3: [2, 4, 0], 4: [1, 2]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [2, 4, 0]
4: [1, 2]
"
46,5f66d48210bcb4a18246e7c638d2d43a,5,9,True,False,"{0: [1], 1: [3], 2: [0], 3: [4, 0, 2], 4: [0, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [4, 0, 2]
4: [0, 2, 3]
"
47,82a4c9c09c8dfc625b6676066495775b,5,8,True,False,"{0: [1], 1: [3], 2: [0], 3: [2, 4, 0], 4: [0, 3]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [2, 4, 0]
4: [0, 3]
"
48,7da0aafa39cb3930f70720518bc2db6f,5,7,True,False,"{0: [1], 1: [3], 2: [0], 3: [2, 4, 0], 4: [0]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [2, 4, 0]
4: [0]
"
49,d4d029e70a0b30d0978d749101c69bc1,5,8,True,False,"{0: [1], 1: [3], 2: [0], 3: [2, 4, 0], 4: [0, 2]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [2, 4, 0]
4: [0, 2]
"
50,60d03ec358159d6ae716f50ef1197965,5,9,True,False,"{0: [1], 1: [3], 2: [0], 3: [2, 4, 0], 4: [0, 1, 3]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [2, 4, 0]
4: [0, 1, 3]
"
51,5d02bac4a2bfca41b8535100a1ac2738,5,8,True,False,"{0: [1], 1: [3], 2: [0], 3: [2, 4, 0], 4: [0, 1]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [2, 4, 0]
4: [0, 1]
"
52,f91e39fafe5a7427f1d6c57117a3b8c2,5,9,True,False,"{0: [1], 1: [3], 2: [0], 3: [4, 0, 2], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [4, 0, 2]
4: [0, 1, 2]
"
53,6637d7ef97ac3844766b1ae7e1879f2c,5,10,True,False,"{0: [1], 1: [3], 2: [0], 3: [1, 4, 0], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [1, 4, 0]
4: [0, 1, 2, 3]
"
54,3cc4b5f99f7c7dc31c33f702c1978f98,5,9,True,False,"{0: [1], 1: [3], 2: [0], 3: [4, 1], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [4, 1]
4: [0, 1, 2, 3]
"
55,1fff17a21ed776c93f83dfc0fdda491b,5,8,True,False,"{0: [1], 1: [3], 2: [0], 3: [4, 1], 4: [1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [4, 1]
4: [1, 2, 3]
"
56,2052058a29cc37f8c004f54e35258383,5,7,True,False,"{0: [1], 1: [3], 2: [0], 3: [4, 1], 4: [2, 3]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [4, 1]
4: [2, 3]
"
57,226280da7adb416b346f4bad0a9ce9d6,5,7,True,False,"{0: [1], 1: [3], 2: [0], 3: [4, 1], 4: [1, 2]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [4, 1]
4: [1, 2]
"
58,53eb76785bcf3b469a415116753ca5ce,5,8,True,False,"{0: [1], 1: [3], 2: [0], 3: [4, 1], 4: [0, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [4, 1]
4: [0, 2, 3]
"
59,74b0d134dd29201a2e6a3a193914f9b1,5,7,True,False,"{0: [1], 1: [3], 2: [0], 3: [4, 1], 4: [0, 2]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [4, 1]
4: [0, 2]
"
60,20e284795358a1c1a94bb4482a05de80,5,8,True,False,"{0: [1], 1: [3], 2: [0], 3: [4, 1], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [4, 1]
4: [0, 1, 2]
"
61,759a256d4cbff7d2d76a858b935f522b,5,9,True,False,"{0: [1], 1: [3], 2: [0], 3: [4, 0, 1], 4: [1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [4, 0, 1]
4: [1, 2, 3]
"
62,33bff0071ec5cc9ff3e54aef1439ebe6,5,8,True,False,"{0: [1], 1: [3], 2: [0], 3: [1, 4, 0], 4: [2, 3]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [1, 4, 0]
4: [2, 3]
"
63,2ffa9e646ef43e27aadf6128d68d044c,5,8,True,False,"{0: [1], 1: [3], 2: [0], 3: [1, 4, 0], 4: [1, 2]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [1, 4, 0]
4: [1, 2]
"
64,57911cd7b69e792b4c10e8222e3b7021,5,9,True,False,"{0: [1], 1: [3], 2: [0], 3: [4, 0, 1], 4: [0, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [4, 0, 1]
4: [0, 2, 3]
"
65,267a05e3ce2ae732e8938cb5a39bfc77,5,8,True,False,"{0: [1], 1: [3], 2: [0], 3: [1, 4, 0], 4: [0, 2]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [1, 4, 0]
4: [0, 2]
"
66,a945975173cde04bef3dc64bdc71718f,5,9,True,False,"{0: [1], 1: [3], 2: [0], 3: [4, 0, 1], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [4, 0, 1]
4: [0, 1, 2]
"
67,ae6e9a2ea446f483d9aa976c02def9bc,5,10,True,False,"{0: [1], 1: [3], 2: [0], 3: [4, 1, 2], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [4, 1, 2]
4: [0, 1, 2, 3]
"
68,fb43690f7c81765f3743d5083cdcd3a3,5,9,True,False,"{0: [1], 1: [3], 2: [0], 3: [2, 4, 1], 4: [1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [2, 4, 1]
4: [1, 2, 3]
"
69,b6900c86c6d1bc3cb233ef6d1f9b7803,5,8,True,False,"{0: [1], 1: [3], 2: [0], 3: [4, 1, 2], 4: [2, 3]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [4, 1, 2]
4: [2, 3]
"
70,7fb5f7ed7a6a08f0ba6a968a2d6b01e1,5,7,True,False,"{0: [1], 1: [3], 2: [0], 3: [2, 4, 1], 4: [3]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [2, 4, 1]
4: [3]
"
71,bd9f2d85004eb9e20b4a51e516a914b7,5,8,True,False,"{0: [1], 1: [3], 2: [0], 3: [2, 4, 1], 4: [1, 3]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [2, 4, 1]
4: [1, 3]
"
72,c07c6c7d3fbc46a9d2ec3a0fc974f3d1,5,7,True,False,"{0: [1], 1: [3], 2: [0], 3: [2, 4, 1], 4: [1]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [2, 4, 1]
4: [1]
"
73,e581323ecadf7294fdb9c717effa2721,5,8,True,False,"{0: [1], 1: [3], 2: [0], 3: [4, 1, 2], 4: [1, 2]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [4, 1, 2]
4: [1, 2]
"
74,0292eed94bdf1d3e978807053b454f68,5,9,True,False,"{0: [1], 1: [3], 2: [0], 3: [2, 4, 1], 4: [0, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [2, 4, 1]
4: [0, 2, 3]
"
75,56be83fa7938804f454ca6d1601fb130,5,8,True,False,"{0: [1], 1: [3], 2: [0], 3: [2, 4, 1], 4: [0, 3]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [2, 4, 1]
4: [0, 3]
"
76,76170632575c28f50eec9e49065720a9,5,7,True,False,"{0: [1], 1: [3], 2: [0], 3: [2, 4, 1], 4: [0]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [2, 4, 1]
4: [0]
"
77,e024a5605bded77c98a35108ae6afb6b,5,8,True,False,"{0: [1], 1: [3], 2: [0], 3: [4, 1, 2], 4: [0, 2]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [4, 1, 2]
4: [0, 2]
"
78,ef852b5448d77a29260960325d3e6787,5,9,True,False,"{0: [1], 1: [3], 2: [0], 3: [2, 4, 1], 4: [0, 1, 3]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [2, 4, 1]
4: [0, 1, 3]
"
79,85b15fe1b27532fc09f5dfd75be6ac3c,5,8,True,False,"{0: [1], 1: [3], 2: [0], 3: [2, 4, 1], 4: [0, 1]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [2, 4, 1]
4: [0, 1]
"
80,f25142c5fa475c1b38e723593db10005,5,9,True,False,"{0: [1], 1: [3], 2: [0], 3: [2, 4, 1], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [2, 4, 1]
4: [0, 1, 2]
"
81,1f183e8943d444d1b0aeccb3a0d29f07,5,10,True,False,"{0: [1], 1: [3], 2: [0], 3: [4, 0, 1, 2], 4: [1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [4, 0, 1, 2]
4: [1, 2, 3]
"
82,2ef3723509655443e09eafb6dfea26dd,5,9,True,False,"{0: [1], 1: [3], 2: [0], 3: [1, 2, 4, 0], 4: [2, 3]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [1, 2, 4, 0]
4: [2, 3]
"
83,1415a4b751fa6443975424d7451048cd,5,8,True,False,"{0: [1], 1: [3], 2: [0], 3: [2, 4, 0, 1], 4: [3]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [2, 4, 0, 1]
4: [3]
"
84,663d0ea1e44669570a7b50d51719bc09,5,9,True,False,"{0: [1], 1: [3], 2: [0], 3: [2, 4, 0, 1], 4: [1, 3]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [2, 4, 0, 1]
4: [1, 3]
"
85,fbd7dc270f0da24ee7f519f343165c8c,5,8,True,False,"{0: [1], 1: [3], 2: [0], 3: [1, 2, 4, 0], 4: [1]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [1, 2, 4, 0]
4: [1]
"
86,4b502be4772f5ae68de24c6943953d37,5,9,True,False,"{0: [1], 1: [3], 2: [0], 3: [1, 2, 4, 0], 4: [1, 2]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [1, 2, 4, 0]
4: [1, 2]
"
87,8f3632be4be2c5a024c5ec79c6ddfa6f,5,10,True,False,"{0: [1], 1: [3], 2: [0], 3: [4, 0, 1, 2], 4: [0, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [4, 0, 1, 2]
4: [0, 2, 3]
"
88,a9409ade36cefc9453750103c0b6f404,5,9,True,False,"{0: [1], 1: [3], 2: [0], 3: [2, 4, 0, 1], 4: [0, 3]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [2, 4, 0, 1]
4: [0, 3]
"
89,049777e542c3fd5c36b86236c9797e83,5,8,True,False,"{0: [1], 1: [3], 2: [0], 3: [1, 2, 4, 0], 4: [0]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [1, 2, 4, 0]
4: [0]
"
90,a686e7eedd3f7eb54c26d30cf8d73e51,5,9,True,False,"{0: [1], 1: [3], 2: [0], 3: [1, 2, 4, 0], 4: [0, 2]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [1, 2, 4, 0]
4: [0, 2]
"
91,344d4a95b598212e3900d3de8eb2f948,5,10,True,False,"{0: [1], 1: [3], 2: [0], 3: [1, 2, 4, 0], 4: [0, 1, 3]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [1, 2, 4, 0]
4: [0, 1, 3]
"
92,55efd7090a5b5e8ad45545cb1a485755,5,9,True,False,"{0: [1], 1: [3], 2: [0], 3: [2, 4, 0, 1], 4: [0, 1]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [2, 4, 0, 1]
4: [0, 1]
"
93,0ffda4ac59941b1df20987d33fb27493,5,10,True,False,"{0: [1], 1: [3], 2: [0], 3: [4, 0, 1, 2], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [0]
3: [4, 0, 1, 2]
4: [0, 1, 2]
"
94,a17e06d2af9825062ec1d932392537cb,5,11,True,False,"{0: [1], 1: [3], 2: [3], 3: [2, 4, 0, 1], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [3]
3: [2, 4, 0, 1]
4: [0, 1, 2, 3]
"
95,af825965d45052e29ba7339c90f025c5,5,10,True,False,"{0: [1], 1: [3], 2: [3], 3: [2, 4, 0], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [3]
3: [2, 4, 0]
4: [0, 1, 2, 3]
"
96,6944d0139ab0c6ee1157de811a33338f,5,9,True,False,"{0: [1], 1: [3], 2: [3], 3: [4, 2], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [3]
3: [4, 2]
4: [0, 1, 2, 3]
"
97,934eed6d05ed22a68478d8f76f8ee6f0,5,8,True,False,"{0: [1], 1: [3], 2: [3], 3: [4, 2], 4: [0, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [3]
3: [4, 2]
4: [0, 2, 3]
"
98,9e3faa1c5811777d5f67d82dfbdeef50,5,7,True,False,"{0: [1], 1: [3], 2: [3], 3: [4, 2], 4: [0, 3]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [3]
3: [4, 2]
4: [0, 3]
"
99,c80a62983c60a290c2c9c2928e3a7fa5,5,7,True,False,"{0: [1], 1: [3], 2: [3], 3: [4, 2], 4: [0, 2]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [3]
3: [4, 2]
4: [0, 2]
"
100,8cc63b092f06a3ab8ddba3ea8e2c41cd,5,8,True,False,"{0: [1], 1: [3], 2: [3], 3: [4, 2], 4: [0, 1, 3]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [3]
3: [4, 2]
4: [0, 1, 3]
"
101,01519fe84ffe6284b1b6e1dc763b8164,5,7,True,False,"{0: [1], 1: [3], 2: [3], 3: [4, 2], 4: [0, 1]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [3]
3: [4, 2]
4: [0, 1]
"
102,f6cecf9278503883d9b58410fa23492b,5,8,True,False,"{0: [1], 1: [3], 2: [3], 3: [4, 2], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [3]
3: [4, 2]
4: [0, 1, 2]
"
103,3b82b8568e87aca684f014fb1eb52a41,5,9,True,False,"{0: [1], 1: [3], 2: [3], 3: [4, 0], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [3]
3: [4, 0]
4: [0, 1, 2, 3]
"
104,014598654760ddf733521bca37545e59,5,8,True,False,"{0: [1], 1: [3], 2: [3], 3: [4, 0], 4: [1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3]
2: [3]
3: [4, 0]
4: [1, 2, 3]
"
