,isomorphic_hash,number_of_nodes,number_of_edges,is_strongly_connected,is_prime,adj_,DiGraph
1447,537fa1e76811dc5ae13ec179b9f3c3fd,5,12,True,False,"{0: [1], 1: [3, 0], 2: [0, 3, 4], 3: [0, 1, 4], 4: [0, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 3, 4]
3: [0, 1, 4]
4: [0, 2, 3]
"
1448,29cc4fa51297982b3056668cc0242ba1,5,12,True,False,"{0: [1], 1: [3, 0], 2: [0, 3, 4], 3: [0, 1, 4], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 3, 4]
3: [0, 1, 4]
4: [0, 1, 2]
"
1449,9c430097219f35829ff9c79a0ad6da37,5,13,True,False,"{0: [1], 1: [3, 0], 2: [0, 3, 4], 3: [0, 1, 2], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 3, 4]
3: [0, 1, 2]
4: [0, 1, 2, 3]
"
1450,872915719d8874797bb80e6daeea8af7,5,12,True,False,"{0: [1], 1: [3, 0], 2: [0, 3, 4], 3: [0, 1, 2], 4: [0, 1, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 3, 4]
3: [0, 1, 2]
4: [0, 1, 3]
"
1451,267f5015df5e3b0f4c794618420a31f4,5,11,True,False,"{0: [1], 1: [3, 0], 2: [0, 3, 4], 3: [0, 1, 2], 4: [0, 1]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 3, 4]
3: [0, 1, 2]
4: [0, 1]
"
1452,b8d671e109d853e986822dc1996e3f4e,5,12,True,False,"{0: [1], 1: [3, 0], 2: [0, 3, 4], 3: [0, 1, 2], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 3, 4]
3: [0, 1, 2]
4: [0, 1, 2]
"
1453,baee2f23bd9996b08eac2fc2f24a6c45,5,13,True,False,"{0: [1], 1: [3, 0], 2: [0, 3, 4], 3: [0, 1, 2, 4], 4: [0, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 3, 4]
3: [0, 1, 2, 4]
4: [0, 2, 3]
"
1454,fa4db0444d6cf5adf91e75e93d5f0040,5,13,True,False,"{0: [1], 1: [3, 0], 2: [0, 3, 4], 3: [0, 1, 2, 4], 4: [0, 1, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 3, 4]
3: [0, 1, 2, 4]
4: [0, 1, 3]
"
1455,6c2027e65e85193cb0d42519d74a88be,5,12,True,False,"{0: [1], 1: [3, 0], 2: [0, 3, 4], 3: [0, 1, 2, 4], 4: [0, 1]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 3, 4]
3: [0, 1, 2, 4]
4: [0, 1]
"
1456,e51096115e5649eebdb47865ba98c8dc,5,13,True,False,"{0: [1], 1: [3, 0], 2: [0, 3, 4], 3: [0, 1, 2, 4], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 3, 4]
3: [0, 1, 2, 4]
4: [0, 1, 2]
"
1457,b7ddc28e1b23a6a0995f125ce8a43a2c,5,14,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 4], 3: [0, 1, 2, 4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 4]
3: [0, 1, 2, 4]
4: [0, 1, 2, 3]
"
1458,45db5c770fc390114d8adcb461721f5e,5,13,True,False,"{0: [1], 1: [3, 0], 2: [0, 1], 3: [0, 1, 2, 4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1]
3: [0, 1, 2, 4]
4: [0, 1, 2, 3]
"
1459,b689610eff7b72ec5156365036215fa8,5,12,True,False,"{0: [1], 1: [3, 0], 2: [0, 1], 3: [1, 2, 4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1]
3: [1, 2, 4]
4: [0, 1, 2, 3]
"
1460,bdb3950c41fcef13c82f11e8e6942a4f,5,11,True,False,"{0: [1], 1: [3, 0], 2: [0, 1], 3: [2, 4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1]
3: [2, 4]
4: [0, 1, 2, 3]
"
1461,e0aeb246b8feb7402584ffdd4ce2a310,5,10,True,False,"{0: [1], 1: [3, 0], 2: [0, 1], 3: [4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1]
3: [4]
4: [0, 1, 2, 3]
"
1462,3d6d28722c4b8124c5d23ecf472dc3af,5,9,True,False,"{0: [1], 1: [3, 0], 2: [0, 1], 3: [4], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1]
3: [4]
4: [0, 1, 2]
"
1463,516e7bd9b73aaa64cba1d557bad4ee57,5,10,True,False,"{0: [1], 1: [3, 0], 2: [0, 1], 3: [2, 4], 4: [0, 1, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1]
3: [2, 4]
4: [0, 1, 3]
"
1464,9f3404c94cb07dca95afe077127a842a,5,9,True,False,"{0: [1], 1: [3, 0], 2: [0, 1], 3: [2, 4], 4: [0, 1]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1]
3: [2, 4]
4: [0, 1]
"
1465,a2d408c746a51e193ca229dd0373a009,5,10,True,False,"{0: [1], 1: [3, 0], 2: [0, 1], 3: [2, 4], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1]
3: [2, 4]
4: [0, 1, 2]
"
1466,96e53f08503daf9eb5f4b6afa8b26e1e,5,11,True,False,"{0: [1], 1: [3, 0], 2: [0, 1], 3: [1, 4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1]
3: [1, 4]
4: [0, 1, 2, 3]
"
1467,0debe1d632f2c9c9c66962364c5a9d83,5,10,True,False,"{0: [1], 1: [3, 0], 2: [0, 1], 3: [1, 4], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1]
3: [1, 4]
4: [0, 1, 2]
"
1468,9bec8401f36551b41ff99cc7477e9dfe,5,11,True,False,"{0: [1], 1: [3, 0], 2: [0, 1], 3: [1, 2, 4], 4: [0, 1, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1]
3: [1, 2, 4]
4: [0, 1, 3]
"
1469,47a1343f46893a2ced661278c1e8a486,5,10,True,False,"{0: [1], 1: [3, 0], 2: [0, 1], 3: [1, 2, 4], 4: [0, 1]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1]
3: [1, 2, 4]
4: [0, 1]
"
1470,c00bed87b73e97f6357f529f7b76d6b4,5,11,True,False,"{0: [1], 1: [3, 0], 2: [0, 1], 3: [1, 2, 4], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1]
3: [1, 2, 4]
4: [0, 1, 2]
"
1471,2a6bf6bc022b6f5857c6349242b61805,5,12,True,False,"{0: [1], 1: [3, 0], 2: [0, 1], 3: [0, 2, 4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1]
3: [0, 2, 4]
4: [0, 1, 2, 3]
"
1472,1f8e96427bd424616ec0bb959cf5a193,5,11,True,False,"{0: [1], 1: [3, 0], 2: [0, 1], 3: [0, 4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1]
3: [0, 4]
4: [0, 1, 2, 3]
"
1473,36dbb6034aab899f11830d2b8dcb36a5,5,10,True,False,"{0: [1], 1: [3, 0], 2: [0, 1], 3: [0, 4], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1]
3: [0, 4]
4: [0, 1, 2]
"
1474,a8e1ded27181b97a8a53f56ab1586c67,5,11,True,False,"{0: [1], 1: [3, 0], 2: [0, 1], 3: [0, 2, 4], 4: [0, 1, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1]
3: [0, 2, 4]
4: [0, 1, 3]
"
1475,2df433e47ab8aabbaa4c10433c8b4c56,5,10,True,False,"{0: [1], 1: [3, 0], 2: [0, 1], 3: [0, 2, 4], 4: [0, 1]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1]
3: [0, 2, 4]
4: [0, 1]
"
1476,13b42f1ae6a1862b48ee0bc4e55946be,5,11,True,False,"{0: [1], 1: [3, 0], 2: [0, 1], 3: [0, 2, 4], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1]
3: [0, 2, 4]
4: [0, 1, 2]
"
1477,672bd0660dcd2e2525f7cc5f8e946964,5,12,True,False,"{0: [1], 1: [3, 0], 2: [0, 1], 3: [0, 1, 4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1]
3: [0, 1, 4]
4: [0, 1, 2, 3]
"
1478,7625398549079ad60c7688858e5d17e4,5,11,True,False,"{0: [1], 1: [3, 0], 2: [0, 1], 3: [0, 1, 4], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1]
3: [0, 1, 4]
4: [0, 1, 2]
"
1479,8ced54fc2c4796aaf7e7dffb3b737b31,5,12,True,False,"{0: [1], 1: [3, 0], 2: [0, 1], 3: [0, 1, 2, 4], 4: [0, 1, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1]
3: [0, 1, 2, 4]
4: [0, 1, 3]
"
1480,bd5be0d817d6a31f7e045d996b04086d,5,11,True,False,"{0: [1], 1: [3, 0], 2: [0, 1], 3: [0, 1, 2, 4], 4: [0, 1]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1]
3: [0, 1, 2, 4]
4: [0, 1]
"
1481,249ae420f0187b89252e1786e901cdae,5,12,True,False,"{0: [1], 1: [3, 0], 2: [0, 1], 3: [0, 1, 2, 4], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1]
3: [0, 1, 2, 4]
4: [0, 1, 2]
"
1482,a771aca3843eabdb03e013bfa2d3480a,5,13,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 4], 3: [1, 2, 4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 4]
3: [1, 2, 4]
4: [0, 1, 2, 3]
"
1483,df55ff0794b57e8a20b5239c9d7a2c99,5,12,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 4], 3: [2, 4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 4]
3: [2, 4]
4: [0, 1, 2, 3]
"
1484,29584c2163994d0f2e46cf0ac18b08c7,5,11,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 4], 3: [4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 4]
3: [4]
4: [0, 1, 2, 3]
"
1485,64cc7b25b057112db29f999526775be8,5,10,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 4], 3: [4], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 4]
3: [4]
4: [0, 1, 2]
"
1486,fee5a7abdd7d1199653e61fd3ee4c0c9,5,11,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 4], 3: [2], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 4]
3: [2]
4: [0, 1, 2, 3]
"
1487,8a733ac6345e8c5ddc5e33ace79eef9b,5,10,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 4], 3: [2], 4: [0, 1, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 4]
3: [2]
4: [0, 1, 3]
"
1488,88f5a0794e33561313d8898e5f3d767c,5,11,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 4], 3: [2, 4], 4: [0, 1, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 4]
3: [2, 4]
4: [0, 1, 3]
"
1489,21ed541875d2a3d729a01c5dda26079b,5,11,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 4], 3: [2, 4], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 4]
3: [2, 4]
4: [0, 1, 2]
"
1490,4664deb4ddd68b9fb2ba058eb21005c0,5,12,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 4], 3: [1, 4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 4]
3: [1, 4]
4: [0, 1, 2, 3]
"
1491,001b414d6c0120a3d2831c50a6beee42,5,11,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 4], 3: [1, 4], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 4]
3: [1, 4]
4: [0, 1, 2]
"
1492,75961df5f58a436a0df1fbf6784e13a0,5,12,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 4], 3: [1, 2], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 4]
3: [1, 2]
4: [0, 1, 2, 3]
"
1493,98ac37dcde230fb05177345c429fe850,5,11,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 4], 3: [1, 2], 4: [0, 1, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 4]
3: [1, 2]
4: [0, 1, 3]
"
1494,fa7ac1382082ad06167290cb63480940,5,12,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 4], 3: [1, 2, 4], 4: [0, 1, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 4]
3: [1, 2, 4]
4: [0, 1, 3]
"
1495,450b548abc036cbb916321b3e91c2476,5,12,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 4], 3: [1, 2, 4], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 4]
3: [1, 2, 4]
4: [0, 1, 2]
"
1496,7fea7074200a9d7945826dc8b33086ce,5,13,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 4], 3: [0, 2, 4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 4]
3: [0, 2, 4]
4: [0, 1, 2, 3]
"
1497,b4cc08102217e3edb0f5d7c74e122ff3,5,12,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 4], 3: [0, 4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 4]
3: [0, 4]
4: [0, 1, 2, 3]
"
1498,1f71e4af286156228e1fe3dbc13f09d8,5,11,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 4], 3: [0, 4], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 4]
3: [0, 4]
4: [0, 1, 2]
"
1499,73f7cf2e3b12891452403bf5e1fb8f6b,5,12,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 4], 3: [0, 2], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 4]
3: [0, 2]
4: [0, 1, 2, 3]
"
1500,5a83fdb09ebe63a7bac9b3f6939d12a9,5,11,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 4], 3: [0, 2], 4: [0, 1, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 4]
3: [0, 2]
4: [0, 1, 3]
"
1501,ccbab60bebee0aa57b781b61a66bc232,5,12,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 4], 3: [0, 2, 4], 4: [0, 1, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 4]
3: [0, 2, 4]
4: [0, 1, 3]
"
1502,55288d375109c0db7ac462a6c383fd0b,5,12,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 4], 3: [0, 2, 4], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 4]
3: [0, 2, 4]
4: [0, 1, 2]
"
1503,5d89de9383149c95eb36218aabf6c667,5,13,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 4], 3: [0, 1, 4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 4]
3: [0, 1, 4]
4: [0, 1, 2, 3]
"
1504,993541653bd562bc272ca76b0eb5baeb,5,12,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 4], 3: [0, 1, 4], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 4]
3: [0, 1, 4]
4: [0, 1, 2]
"
1505,0935fa6146f13d1a0b3d87e92683fd9e,5,13,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 4], 3: [0, 1, 2], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 4]
3: [0, 1, 2]
4: [0, 1, 2, 3]
"
1506,de20ab3d632068a25dec0a82e133bbe3,5,12,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 4], 3: [0, 1, 2], 4: [0, 1, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 4]
3: [0, 1, 2]
4: [0, 1, 3]
"
1507,6e32d0711108ef780f69e38d0c2c1f70,5,13,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 4], 3: [0, 1, 2, 4], 4: [0, 1, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 4]
3: [0, 1, 2, 4]
4: [0, 1, 3]
"
1508,d724609b84562b0fafb34bb85ef42362,5,13,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 4], 3: [0, 1, 2, 4], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 4]
3: [0, 1, 2, 4]
4: [0, 1, 2]
"
1509,f9222a8de2b8808f64598e415e27865b,5,14,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 3], 3: [0, 1, 2, 4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 3]
3: [0, 1, 2, 4]
4: [0, 1, 2, 3]
"
1510,2c4085fe6f703daf116b2dbaeeefc082,5,13,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 3], 3: [1, 2, 4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 3]
3: [1, 2, 4]
4: [0, 1, 2, 3]
"
1511,2ad676c74c52bb80fc2c1381820cd587,5,12,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 3], 3: [2, 4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 3]
3: [2, 4]
4: [0, 1, 2, 3]
"
1512,1ab1b0fbc2a8ac6b97e93b8ecc597dd4,5,11,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 3], 3: [4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 3]
3: [4]
4: [0, 1, 2, 3]
"
1513,fcfd764de3507e0d3cb9d6587fca41e2,5,11,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 3], 3: [2, 4], 4: [0, 1, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 3]
3: [2, 4]
4: [0, 1, 3]
"
1514,e97f9b153b75fb85c7023d612cd6c630,5,12,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 3], 3: [1, 4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 3]
3: [1, 4]
4: [0, 1, 2, 3]
"
1515,8a276e0cc790b8e96a913d9518519bf3,5,12,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 3], 3: [1, 2, 4], 4: [0, 1, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 3]
3: [1, 2, 4]
4: [0, 1, 3]
"
1516,1b88a1a5ad1c921c7d8b2c24acab9d71,5,13,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 3], 3: [0, 2, 4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 3]
3: [0, 2, 4]
4: [0, 1, 2, 3]
"
1517,9c3adc17538d0020140ad03ca21c6e6a,5,12,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 3], 3: [0, 4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 3]
3: [0, 4]
4: [0, 1, 2, 3]
"
1518,3ac5a53a3e7b6dc2e29275f11f8c693a,5,12,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 3], 3: [0, 2, 4], 4: [0, 1, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 3]
3: [0, 2, 4]
4: [0, 1, 3]
"
1519,2c663d431b259957a73761c32213ab4b,5,13,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 3], 3: [0, 1, 4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 3]
3: [0, 1, 4]
4: [0, 1, 2, 3]
"
1520,afb6ae59faa55ea0d4f78018f278055f,5,13,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 3], 3: [0, 1, 2, 4], 4: [0, 1, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 3]
3: [0, 1, 2, 4]
4: [0, 1, 3]
"
1521,061831d13bc8448d4401c968ad4f671e,5,14,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 3, 4], 3: [1, 2, 4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 3, 4]
3: [1, 2, 4]
4: [0, 1, 2, 3]
"
1522,295ef64df57ba4db2869e3197a78921b,5,13,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 3, 4], 3: [2, 4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 3, 4]
3: [2, 4]
4: [0, 1, 2, 3]
"
1523,ca2787039849e88130a2060a6e24838d,5,12,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 3, 4], 3: [4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 3, 4]
3: [4]
4: [0, 1, 2, 3]
"
1524,f0ba5831a1f718acf924f731804546c3,5,13,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 3, 4], 3: [1, 4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 3, 4]
3: [1, 4]
4: [0, 1, 2, 3]
"
1525,1b1033ff01578d31264ec298976c2f47,5,14,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 3, 4], 3: [0, 2, 4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 3, 4]
3: [0, 2, 4]
4: [0, 1, 2, 3]
"
1526,bbc15e0bb1301f2d9661bd14c84b9052,5,13,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 3, 4], 3: [0, 4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 3, 4]
3: [0, 4]
4: [0, 1, 2, 3]
"
1527,378a18d7943f892553fee6cca43679ae,5,14,True,False,"{0: [1], 1: [3, 0], 2: [0, 1, 3, 4], 3: [0, 1, 4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 0]
2: [0, 1, 3, 4]
3: [0, 1, 4]
4: [0, 1, 2, 3]
"
1528,2cae5aca90b0beb6a2d1df3cd9d3a0fc,5,15,True,False,"{0: [1], 1: [4, 3], 2: [0, 1, 3, 4], 3: [0, 1, 2, 4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [4, 3]
2: [0, 1, 3, 4]
3: [0, 1, 2, 4]
4: [0, 1, 2, 3]
"
1529,957b328591bf7ed8685870217f672112,5,14,True,False,"{0: [1], 1: [3, 4], 2: [1, 3, 4], 3: [0, 1, 2, 4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 4]
2: [1, 3, 4]
3: [0, 1, 2, 4]
4: [0, 1, 2, 3]
"
1530,f920c5677b5d07eac3b701669b5e0b1f,5,13,True,False,"{0: [1], 1: [4, 3], 2: [3, 4], 3: [0, 1, 2, 4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [4, 3]
2: [3, 4]
3: [0, 1, 2, 4]
4: [0, 1, 2, 3]
"
1531,a1fb2f1a98fc33d8180238bd3416b788,5,12,True,False,"{0: [1], 1: [3, 4], 2: [4], 3: [0, 1, 2, 4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 4]
2: [4]
3: [0, 1, 2, 4]
4: [0, 1, 2, 3]
"
1532,ec29ba63522172fcb71b3f0c7c7b76bd,5,11,True,False,"{0: [1], 1: [4, 3], 2: [4], 3: [1, 2, 4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [4, 3]
2: [4]
3: [1, 2, 4]
4: [0, 1, 2, 3]
"
1533,5ec25239cc0bff02612d7785aa6a394a,5,10,True,False,"{0: [1], 1: [3, 4], 2: [4], 3: [2, 4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 4]
2: [4]
3: [2, 4]
4: [0, 1, 2, 3]
"
1534,1f58594b032a877def3b9fb705321f61,5,9,True,False,"{0: [1], 1: [4, 3], 2: [4], 3: [4], 4: [0, 1, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [4, 3]
2: [4]
3: [4]
4: [0, 1, 2, 3]
"
1535,75a175f1a7ab553d86b86b235305040b,5,8,True,False,"{0: [1], 1: [3, 4], 2: [4], 3: [4], 4: [0, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 4]
2: [4]
3: [4]
4: [0, 2, 3]
"
1536,77ec65a5c4fac25b1638e7e1a314073a,5,8,True,False,"{0: [1], 1: [3, 4], 2: [4], 3: [4], 4: [0, 1, 2]}","Printing the out edges chart for 
0: [1]
1: [3, 4]
2: [4]
3: [4]
4: [0, 1, 2]
"
1537,800a915c696fd274e75abc3e58096892,5,9,True,False,"{0: [1], 1: [4, 3], 2: [4], 3: [2, 4], 4: [0, 2, 3]}","Printing the out edges chart for 
0: [1]
1: [4, 3]
2: [4]
3: [2, 4]
4: [0, 2, 3]
"
1538,e80bc8ca7ab776cb0d659dd3d86ec8fe,5,8,True,False,"{0: [1], 1: [3, 4], 2: [4], 3: [2, 4], 4: [0, 3]}","Printing the out edges chart for 
0: [1]
1: [3, 4]
2: [4]
3: [2, 4]
4: [0, 3]
"
1539,b108721a4f0ae786c9b031e3be3bdcc5,5,9,True,False,"{0: [1], 1: [4, 3], 2: [4], 3: [2, 4], 4: [0, 1, 3]}","Printing the out edges chart for 
0: [1]
1: [4, 3]
2: [4]
3: [2, 4]
4: [0, 1, 3]
"
